"Story","Title","Result","Date","Stability","Duration (s)"
"Distance from the Staff building to General Direction Bancolombia","Distance between Staff and DG","SUCCESS","2019-02-06T16:01:07.566-05:00[America/Bogota]","0.0","39.69"
